plan_id,user_id,target_tabungan,batas_pengeluaran_kategori,tenggat_waktu
PLAN_8338e769,USER_02570,1611770,"{""Food Delivery"": 2235000, ""Coffee Shop"": 745000, ""Movie Ticket"": 745000, ""Gaming"": 745000}",2023-08-31
PLAN_93292005,USER_01417,933312,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_155596ad,USER_03195,1321379,"{""Food Delivery"": 1335000, ""Coffee Shop"": 445000, ""Movie Ticket"": 445000, ""Gaming"": 445000}",2023-08-31
PLAN_adbbd538,USER_02532,408021,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_43e54fd0,USER_08784,1906784,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_52830f5d,USER_00758,2127471,"{""Food Delivery"": 1725000, ""Coffee Shop"": 575000, ""Movie Ticket"": 575000, ""Gaming"": 575000}",2023-08-31
PLAN_4d697898,USER_07355,1452049,"{""Food Delivery"": 1305000, ""Coffee Shop"": 435000, ""Movie Ticket"": 435000, ""Gaming"": 435000}",2023-08-31
PLAN_6f6d25fe,USER_05365,1140590,"{""Food Delivery"": 1170000, ""Coffee Shop"": 390000, ""Movie Ticket"": 390000, ""Gaming"": 390000}",2023-08-31
PLAN_504ceb6d,USER_01374,734118,"{""Food Delivery"": 780000, ""Coffee Shop"": 260000, ""Movie Ticket"": 260000, ""Gaming"": 260000}",2023-08-31
PLAN_b86fe140,USER_09261,1948148,"{""Food Delivery"": 1770000, ""Coffee Shop"": 590000, ""Movie Ticket"": 590000, ""Gaming"": 590000}",2023-08-31
PLAN_8d2b9d60,USER_07753,973622,"{""Food Delivery"": 945000, ""Coffee Shop"": 315000, ""Movie Ticket"": 315000, ""Gaming"": 315000}",2023-08-31
PLAN_29d4e1c1,USER_07904,584250,"{""Food Delivery"": 825000, ""Coffee Shop"": 275000, ""Movie Ticket"": 275000, ""Gaming"": 275000}",2023-08-31
PLAN_699d39b3,USER_08588,1149502,"{""Food Delivery"": 1140000, ""Coffee Shop"": 380000, ""Movie Ticket"": 380000, ""Gaming"": 380000}",2023-08-31
PLAN_895f42f7,USER_01095,614177,"{""Food Delivery"": 510000, ""Coffee Shop"": 170000, ""Movie Ticket"": 170000, ""Gaming"": 170000}",2023-08-31
PLAN_37d0e8bf,USER_01213,1736495,"{""Food Delivery"": 1785000, ""Coffee Shop"": 595000, ""Movie Ticket"": 595000, ""Gaming"": 595000}",2023-08-31
PLAN_35bf8135,USER_08834,515458,"{""Food Delivery"": 735000, ""Coffee Shop"": 245000, ""Movie Ticket"": 245000, ""Gaming"": 245000}",2023-08-31
PLAN_0263c3c8,USER_06776,625197,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_4c2f8108,USER_05113,1189350,"{""Food Delivery"": 1485000, ""Coffee Shop"": 495000, ""Movie Ticket"": 495000, ""Gaming"": 495000}",2023-08-31
PLAN_464f9722,USER_00947,1107586,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_a4e879a6,USER_06500,1083176,"{""Food Delivery"": 1395000, ""Coffee Shop"": 465000, ""Movie Ticket"": 465000, ""Gaming"": 465000}",2023-08-31
PLAN_dd83407c,USER_08075,1902207,"{""Food Delivery"": 2145000, ""Coffee Shop"": 715000, ""Movie Ticket"": 715000, ""Gaming"": 715000}",2023-08-31
PLAN_039845d4,USER_06467,825673,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
PLAN_09b4a1d1,USER_08281,501397,"{""Food Delivery"": 495000, ""Coffee Shop"": 165000, ""Movie Ticket"": 165000, ""Gaming"": 165000}",2023-08-31
PLAN_454efaac,USER_05758,554245,"{""Food Delivery"": 690000, ""Coffee Shop"": 230000, ""Movie Ticket"": 230000, ""Gaming"": 230000}",2023-08-31
PLAN_2adc746a,USER_07042,2816745,"{""Food Delivery"": 2250000, ""Coffee Shop"": 750000, ""Movie Ticket"": 750000, ""Gaming"": 750000}",2023-08-31
PLAN_aeccdb72,USER_00550,808220,"{""Food Delivery"": 645000, ""Coffee Shop"": 215000, ""Movie Ticket"": 215000, ""Gaming"": 215000}",2023-08-31
PLAN_2b433cf0,USER_05521,2001518,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_d64f25bf,USER_01557,520294,"{""Food Delivery"": 630000, ""Coffee Shop"": 210000, ""Movie Ticket"": 210000, ""Gaming"": 210000}",2023-08-31
PLAN_3a412883,USER_07803,522446,"{""Food Delivery"": 540000, ""Coffee Shop"": 180000, ""Movie Ticket"": 180000, ""Gaming"": 180000}",2023-08-31
PLAN_4fa8b211,USER_03634,1449042,"{""Food Delivery"": 1095000, ""Coffee Shop"": 365000, ""Movie Ticket"": 365000, ""Gaming"": 365000}",2023-08-31
PLAN_455c5f19,USER_08285,2622578,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_f2a37ddc,USER_01706,451953,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_14f6a458,USER_06262,511298,"{""Food Delivery"": 720000, ""Coffee Shop"": 240000, ""Movie Ticket"": 240000, ""Gaming"": 240000}",2023-08-31
PLAN_17688bf1,USER_02043,1346816,"{""Food Delivery"": 1380000, ""Coffee Shop"": 460000, ""Movie Ticket"": 460000, ""Gaming"": 460000}",2023-08-31
PLAN_5922e3e3,USER_03205,2596539,"{""Food Delivery"": 2040000, ""Coffee Shop"": 680000, ""Movie Ticket"": 680000, ""Gaming"": 680000}",2023-08-31
PLAN_d0dce45a,USER_08464,2154182,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_e4be33ac,USER_08108,2052003,"{""Food Delivery"": 2055000, ""Coffee Shop"": 685000, ""Movie Ticket"": 685000, ""Gaming"": 685000}",2023-08-31
PLAN_c114adc2,USER_05924,707503,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_ab8e75a7,USER_06104,1822458,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_b33efa7f,USER_04602,1166146,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_b43389f9,USER_05913,662601,"{""Food Delivery"": 720000, ""Coffee Shop"": 240000, ""Movie Ticket"": 240000, ""Gaming"": 240000}",2023-08-31
PLAN_d7e62f28,USER_06388,870049,"{""Food Delivery"": 735000, ""Coffee Shop"": 245000, ""Movie Ticket"": 245000, ""Gaming"": 245000}",2023-08-31
PLAN_fa94ded8,USER_03370,2534174,"{""Food Delivery"": 1935000, ""Coffee Shop"": 645000, ""Movie Ticket"": 645000, ""Gaming"": 645000}",2023-08-31
PLAN_bcb129b1,USER_05503,770410,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_bebcf2e2,USER_07375,929231,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_f04118ca,USER_01976,991096,"{""Food Delivery"": 1155000, ""Coffee Shop"": 385000, ""Movie Ticket"": 385000, ""Gaming"": 385000}",2023-08-31
PLAN_05f6e3b5,USER_06173,1308783,"{""Food Delivery"": 1095000, ""Coffee Shop"": 365000, ""Movie Ticket"": 365000, ""Gaming"": 365000}",2023-08-31
PLAN_e676feee,USER_05334,2098199,"{""Food Delivery"": 1995000, ""Coffee Shop"": 665000, ""Movie Ticket"": 665000, ""Gaming"": 665000}",2023-08-31
PLAN_e9e5c8bc,USER_03300,866328,"{""Food Delivery"": 795000, ""Coffee Shop"": 265000, ""Movie Ticket"": 265000, ""Gaming"": 265000}",2023-08-31
PLAN_a8fc6ced,USER_06712,1618122,"{""Food Delivery"": 1350000, ""Coffee Shop"": 450000, ""Movie Ticket"": 450000, ""Gaming"": 450000}",2023-08-31
PLAN_6545cafb,USER_00843,642146,"{""Food Delivery"": 690000, ""Coffee Shop"": 230000, ""Movie Ticket"": 230000, ""Gaming"": 230000}",2023-08-31
PLAN_c07abb10,USER_02414,1915090,"{""Food Delivery"": 1500000, ""Coffee Shop"": 500000, ""Movie Ticket"": 500000, ""Gaming"": 500000}",2023-08-31
PLAN_e30bd11b,USER_02646,2084919,"{""Food Delivery"": 2040000, ""Coffee Shop"": 680000, ""Movie Ticket"": 680000, ""Gaming"": 680000}",2023-08-31
PLAN_dd755d44,USER_06708,914784,"{""Food Delivery"": 1185000, ""Coffee Shop"": 395000, ""Movie Ticket"": 395000, ""Gaming"": 395000}",2023-08-31
PLAN_a21b89c8,USER_05440,1594145,"{""Food Delivery"": 1410000, ""Coffee Shop"": 470000, ""Movie Ticket"": 470000, ""Gaming"": 470000}",2023-08-31
PLAN_34cb2d7a,USER_05558,2295374,"{""Food Delivery"": 1920000, ""Coffee Shop"": 640000, ""Movie Ticket"": 640000, ""Gaming"": 640000}",2023-08-31
PLAN_45d6346f,USER_07083,803224,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_13170623,USER_01803,1207166,"{""Food Delivery"": 975000, ""Coffee Shop"": 325000, ""Movie Ticket"": 325000, ""Gaming"": 325000}",2023-08-31
PLAN_ead1713a,USER_07530,800580,"{""Food Delivery"": 630000, ""Coffee Shop"": 210000, ""Movie Ticket"": 210000, ""Gaming"": 210000}",2023-08-31
PLAN_1d79b819,USER_03214,1264135,"{""Food Delivery"": 1485000, ""Coffee Shop"": 495000, ""Movie Ticket"": 495000, ""Gaming"": 495000}",2023-08-31
PLAN_cf764760,USER_08520,1725663,"{""Food Delivery"": 1305000, ""Coffee Shop"": 435000, ""Movie Ticket"": 435000, ""Gaming"": 435000}",2023-08-31
PLAN_68ef7379,USER_09142,490505,"{""Food Delivery"": 645000, ""Coffee Shop"": 215000, ""Movie Ticket"": 215000, ""Gaming"": 215000}",2023-08-31
PLAN_49344716,USER_06833,793330,"{""Food Delivery"": 990000, ""Coffee Shop"": 330000, ""Movie Ticket"": 330000, ""Gaming"": 330000}",2023-08-31
PLAN_8ac48593,USER_09645,1669757,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_2c4c524c,USER_04540,2045508,"{""Food Delivery"": 1620000, ""Coffee Shop"": 540000, ""Movie Ticket"": 540000, ""Gaming"": 540000}",2023-08-31
PLAN_8d270eec,USER_09819,2316009,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_861c105d,USER_06267,1117541,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_74db668f,USER_02103,993823,"{""Food Delivery"": 1035000, ""Coffee Shop"": 345000, ""Movie Ticket"": 345000, ""Gaming"": 345000}",2023-08-31
PLAN_1c66fd70,USER_01847,1421462,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_a8b1dfc2,USER_00067,1180975,"{""Food Delivery"": 1635000, ""Coffee Shop"": 545000, ""Movie Ticket"": 545000, ""Gaming"": 545000}",2023-08-31
PLAN_09c814f5,USER_09673,2277723,"{""Food Delivery"": 1815000, ""Coffee Shop"": 605000, ""Movie Ticket"": 605000, ""Gaming"": 605000}",2023-08-31
PLAN_b76a18ed,USER_06421,811621,"{""Food Delivery"": 675000, ""Coffee Shop"": 225000, ""Movie Ticket"": 225000, ""Gaming"": 225000}",2023-08-31
PLAN_8be6f442,USER_01648,1369738,"{""Food Delivery"": 1365000, ""Coffee Shop"": 455000, ""Movie Ticket"": 455000, ""Gaming"": 455000}",2023-08-31
PLAN_cbbe2c2e,USER_07206,649151,"{""Food Delivery"": 495000, ""Coffee Shop"": 165000, ""Movie Ticket"": 165000, ""Gaming"": 165000}",2023-08-31
PLAN_c23efbcd,USER_08261,1049143,"{""Food Delivery"": 1110000, ""Coffee Shop"": 370000, ""Movie Ticket"": 370000, ""Gaming"": 370000}",2023-08-31
PLAN_e7487fbd,USER_07623,2361091,"{""Food Delivery"": 1785000, ""Coffee Shop"": 595000, ""Movie Ticket"": 595000, ""Gaming"": 595000}",2023-08-31
PLAN_9ffc634b,USER_05971,950714,"{""Food Delivery"": 855000, ""Coffee Shop"": 285000, ""Movie Ticket"": 285000, ""Gaming"": 285000}",2023-08-31
PLAN_e8cd5736,USER_02729,2043339,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_f220debc,USER_08498,1609017,"{""Food Delivery"": 2070000, ""Coffee Shop"": 690000, ""Movie Ticket"": 690000, ""Gaming"": 690000}",2023-08-31
PLAN_268aa00d,USER_00983,1787831,"{""Food Delivery"": 1425000, ""Coffee Shop"": 475000, ""Movie Ticket"": 475000, ""Gaming"": 475000}",2023-08-31
PLAN_51a1c21a,USER_05612,856493,"{""Food Delivery"": 900000, ""Coffee Shop"": 300000, ""Movie Ticket"": 300000, ""Gaming"": 300000}",2023-08-31
PLAN_8a062762,USER_00571,371914,"{""Food Delivery"": 480000, ""Coffee Shop"": 160000, ""Movie Ticket"": 160000, ""Gaming"": 160000}",2023-08-31
PLAN_55e481ef,USER_00632,1488533,"{""Food Delivery"": 2205000, ""Coffee Shop"": 735000, ""Movie Ticket"": 735000, ""Gaming"": 735000}",2023-08-31
PLAN_f2496a21,USER_08849,577109,"{""Food Delivery"": 555000, ""Coffee Shop"": 185000, ""Movie Ticket"": 185000, ""Gaming"": 185000}",2023-08-31
PLAN_e05bd746,USER_04468,809521,"{""Food Delivery"": 795000, ""Coffee Shop"": 265000, ""Movie Ticket"": 265000, ""Gaming"": 265000}",2023-08-31
PLAN_d3dea3f7,USER_00278,756515,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_3e891cf6,USER_03040,1360985,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_b1b0dffa,USER_08204,647643,"{""Food Delivery"": 900000, ""Coffee Shop"": 300000, ""Movie Ticket"": 300000, ""Gaming"": 300000}",2023-08-31
PLAN_3fdc8926,USER_07856,1766126,"{""Food Delivery"": 1530000, ""Coffee Shop"": 510000, ""Movie Ticket"": 510000, ""Gaming"": 510000}",2023-08-31
PLAN_5d9d8f0e,USER_09577,1567383,"{""Food Delivery"": 1980000, ""Coffee Shop"": 660000, ""Movie Ticket"": 660000, ""Gaming"": 660000}",2023-08-31
PLAN_54ba79c2,USER_09178,1375051,"{""Food Delivery"": 1110000, ""Coffee Shop"": 370000, ""Movie Ticket"": 370000, ""Gaming"": 370000}",2023-08-31
PLAN_010ea6f8,USER_01026,1728110,"{""Food Delivery"": 1425000, ""Coffee Shop"": 475000, ""Movie Ticket"": 475000, ""Gaming"": 475000}",2023-08-31
PLAN_2cb1f2f4,USER_05172,570093,"{""Food Delivery"": 555000, ""Coffee Shop"": 185000, ""Movie Ticket"": 185000, ""Gaming"": 185000}",2023-08-31
PLAN_4004d340,USER_06016,1710242,"{""Food Delivery"": 1500000, ""Coffee Shop"": 500000, ""Movie Ticket"": 500000, ""Gaming"": 500000}",2023-08-31
PLAN_8099f08c,USER_07128,1958381,"{""Food Delivery"": 2235000, ""Coffee Shop"": 745000, ""Movie Ticket"": 745000, ""Gaming"": 745000}",2023-08-31
PLAN_5ce3c744,USER_08201,2015500,"{""Food Delivery"": 2055000, ""Coffee Shop"": 685000, ""Movie Ticket"": 685000, ""Gaming"": 685000}",2023-08-31
PLAN_881afbf3,USER_00921,2623157,"{""Food Delivery"": 2160000, ""Coffee Shop"": 720000, ""Movie Ticket"": 720000, ""Gaming"": 720000}",2023-08-31
PLAN_c292c610,USER_04008,1926230,"{""Food Delivery"": 1980000, ""Coffee Shop"": 660000, ""Movie Ticket"": 660000, ""Gaming"": 660000}",2023-08-31
PLAN_9b53b612,USER_00576,1833027,"{""Food Delivery"": 2025000, ""Coffee Shop"": 675000, ""Movie Ticket"": 675000, ""Gaming"": 675000}",2023-08-31
PLAN_b7a6f96a,USER_03157,1285022,"{""Food Delivery"": 1290000, ""Coffee Shop"": 430000, ""Movie Ticket"": 430000, ""Gaming"": 430000}",2023-08-31
PLAN_37704d3c,USER_00717,1992791,"{""Food Delivery"": 1635000, ""Coffee Shop"": 545000, ""Movie Ticket"": 545000, ""Gaming"": 545000}",2023-08-31
PLAN_fa555a07,USER_08759,1709066,"{""Food Delivery"": 1920000, ""Coffee Shop"": 640000, ""Movie Ticket"": 640000, ""Gaming"": 640000}",2023-08-31
PLAN_0d4e0a60,USER_09853,692519,"{""Food Delivery"": 885000, ""Coffee Shop"": 295000, ""Movie Ticket"": 295000, ""Gaming"": 295000}",2023-08-31
PLAN_36072e73,USER_00150,1763374,"{""Food Delivery"": 1545000, ""Coffee Shop"": 515000, ""Movie Ticket"": 515000, ""Gaming"": 515000}",2023-08-31
PLAN_f5eb5f24,USER_04436,2392031,"{""Food Delivery"": 1965000, ""Coffee Shop"": 655000, ""Movie Ticket"": 655000, ""Gaming"": 655000}",2023-08-31
PLAN_cf9fff36,USER_08206,517299,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
PLAN_9999d9aa,USER_04463,1773019,"{""Food Delivery"": 2145000, ""Coffee Shop"": 715000, ""Movie Ticket"": 715000, ""Gaming"": 715000}",2023-08-31
PLAN_41c114f8,USER_00752,1119132,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_eff4bb43,USER_05312,1967994,"{""Food Delivery"": 2190000, ""Coffee Shop"": 730000, ""Movie Ticket"": 730000, ""Gaming"": 730000}",2023-08-31
PLAN_ad02983a,USER_09418,1769428,"{""Food Delivery"": 1830000, ""Coffee Shop"": 610000, ""Movie Ticket"": 610000, ""Gaming"": 610000}",2023-08-31
PLAN_aab79460,USER_03648,1189201,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_c34a465c,USER_00740,1469521,"{""Food Delivery"": 1335000, ""Coffee Shop"": 445000, ""Movie Ticket"": 445000, ""Gaming"": 445000}",2023-08-31
PLAN_c7798209,USER_05893,2058579,"{""Food Delivery"": 1905000, ""Coffee Shop"": 635000, ""Movie Ticket"": 635000, ""Gaming"": 635000}",2023-08-31
PLAN_6a6aa2d7,USER_06782,973709,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_d04a990d,USER_03291,1362671,"{""Food Delivery"": 1110000, ""Coffee Shop"": 370000, ""Movie Ticket"": 370000, ""Gaming"": 370000}",2023-08-31
PLAN_23b80ca5,USER_00974,765069,"{""Food Delivery"": 780000, ""Coffee Shop"": 260000, ""Movie Ticket"": 260000, ""Gaming"": 260000}",2023-08-31
PLAN_30530568,USER_02503,1939522,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_dc0b14ff,USER_08962,2009994,"{""Food Delivery"": 1845000, ""Coffee Shop"": 615000, ""Movie Ticket"": 615000, ""Gaming"": 615000}",2023-08-31
PLAN_3a355f73,USER_04246,394192,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_a609e3fd,USER_02194,1424750,"{""Food Delivery"": 1275000, ""Coffee Shop"": 425000, ""Movie Ticket"": 425000, ""Gaming"": 425000}",2023-08-31
PLAN_0eb77f2e,USER_01877,1841894,"{""Food Delivery"": 2085000, ""Coffee Shop"": 695000, ""Movie Ticket"": 695000, ""Gaming"": 695000}",2023-08-31
PLAN_da7b7caa,USER_09014,2310268,"{""Food Delivery"": 2055000, ""Coffee Shop"": 685000, ""Movie Ticket"": 685000, ""Gaming"": 685000}",2023-08-31
PLAN_c6a63501,USER_03277,352981,"{""Food Delivery"": 495000, ""Coffee Shop"": 165000, ""Movie Ticket"": 165000, ""Gaming"": 165000}",2023-08-31
PLAN_62b58d34,USER_07445,1433355,"{""Food Delivery"": 1830000, ""Coffee Shop"": 610000, ""Movie Ticket"": 610000, ""Gaming"": 610000}",2023-08-31
PLAN_686916fc,USER_03604,964983,"{""Food Delivery"": 780000, ""Coffee Shop"": 260000, ""Movie Ticket"": 260000, ""Gaming"": 260000}",2023-08-31
PLAN_de2fe620,USER_05901,429512,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_78084cda,USER_06410,1120595,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_d95b9e77,USER_08153,1727022,"{""Food Delivery"": 2025000, ""Coffee Shop"": 675000, ""Movie Ticket"": 675000, ""Gaming"": 675000}",2023-08-31
PLAN_eef2f752,USER_01237,772154,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
PLAN_b56b2d5b,USER_02501,745426,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_15a94afa,USER_08952,1043731,"{""Food Delivery"": 1035000, ""Coffee Shop"": 345000, ""Movie Ticket"": 345000, ""Gaming"": 345000}",2023-08-31
PLAN_72d99cc3,USER_07284,1631638,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_9d7edf13,USER_00815,1236897,"{""Food Delivery"": 1530000, ""Coffee Shop"": 510000, ""Movie Ticket"": 510000, ""Gaming"": 510000}",2023-08-31
PLAN_8d3a02f0,USER_08668,1343146,"{""Food Delivery"": 1950000, ""Coffee Shop"": 650000, ""Movie Ticket"": 650000, ""Gaming"": 650000}",2023-08-31
PLAN_45d47bca,USER_07467,1343064,"{""Food Delivery"": 1545000, ""Coffee Shop"": 515000, ""Movie Ticket"": 515000, ""Gaming"": 515000}",2023-08-31
PLAN_99f641e7,USER_06996,1868073,"{""Food Delivery"": 1695000, ""Coffee Shop"": 565000, ""Movie Ticket"": 565000, ""Gaming"": 565000}",2023-08-31
PLAN_70891898,USER_05736,678406,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_ef24b598,USER_09709,2638398,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_5af26f6a,USER_09393,2631436,"{""Food Delivery"": 2235000, ""Coffee Shop"": 745000, ""Movie Ticket"": 745000, ""Gaming"": 745000}",2023-08-31
PLAN_e7966f24,USER_09583,1645371,"{""Food Delivery"": 1380000, ""Coffee Shop"": 460000, ""Movie Ticket"": 460000, ""Gaming"": 460000}",2023-08-31
PLAN_d09410e1,USER_04225,1598385,"{""Food Delivery"": 1440000, ""Coffee Shop"": 480000, ""Movie Ticket"": 480000, ""Gaming"": 480000}",2023-08-31
PLAN_07513e46,USER_08767,1701387,"{""Food Delivery"": 2025000, ""Coffee Shop"": 675000, ""Movie Ticket"": 675000, ""Gaming"": 675000}",2023-08-31
PLAN_59bdf07e,USER_07931,762878,"{""Food Delivery"": 600000, ""Coffee Shop"": 200000, ""Movie Ticket"": 200000, ""Gaming"": 200000}",2023-08-31
PLAN_f09291fe,USER_05889,1202927,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_6a4c611d,USER_01799,717802,"{""Food Delivery"": 690000, ""Coffee Shop"": 230000, ""Movie Ticket"": 230000, ""Gaming"": 230000}",2023-08-31
PLAN_60339fb8,USER_05304,1388736,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_b2ed07a1,USER_09216,477528,"{""Food Delivery"": 495000, ""Coffee Shop"": 165000, ""Movie Ticket"": 165000, ""Gaming"": 165000}",2023-08-31
PLAN_2c524de7,USER_03132,1343529,"{""Food Delivery"": 1380000, ""Coffee Shop"": 460000, ""Movie Ticket"": 460000, ""Gaming"": 460000}",2023-08-31
PLAN_52caeae0,USER_07447,1808626,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_80e2e763,USER_07796,1701313,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_57de5b24,USER_06209,966280,"{""Food Delivery"": 1050000, ""Coffee Shop"": 350000, ""Movie Ticket"": 350000, ""Gaming"": 350000}",2023-08-31
PLAN_730c613f,USER_06538,2214016,"{""Food Delivery"": 1680000, ""Coffee Shop"": 560000, ""Movie Ticket"": 560000, ""Gaming"": 560000}",2023-08-31
PLAN_2a37e76f,USER_08727,377645,"{""Food Delivery"": 510000, ""Coffee Shop"": 170000, ""Movie Ticket"": 170000, ""Gaming"": 170000}",2023-08-31
PLAN_1b3e37ff,USER_06587,867754,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_3c385d96,USER_00379,1198328,"{""Food Delivery"": 1725000, ""Coffee Shop"": 575000, ""Movie Ticket"": 575000, ""Gaming"": 575000}",2023-08-31
PLAN_5c89e2a2,USER_09623,2592457,"{""Food Delivery"": 2235000, ""Coffee Shop"": 745000, ""Movie Ticket"": 745000, ""Gaming"": 745000}",2023-08-31
PLAN_6c0380f3,USER_03469,1898895,"{""Food Delivery"": 1485000, ""Coffee Shop"": 495000, ""Movie Ticket"": 495000, ""Gaming"": 495000}",2023-08-31
PLAN_d45ecca1,USER_04047,819223,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_531fbdfb,USER_08485,947754,"{""Food Delivery"": 765000, ""Coffee Shop"": 255000, ""Movie Ticket"": 255000, ""Gaming"": 255000}",2023-08-31
PLAN_f7bd5e81,USER_09144,1214685,"{""Food Delivery"": 1410000, ""Coffee Shop"": 470000, ""Movie Ticket"": 470000, ""Gaming"": 470000}",2023-08-31
